query_id,data,last_updated,status
4608470,"seven_day_volume_usd,seven_day_fees_usd,lifetime_volume_usd,lifetime_fees_usd
3.4932917692233175e+06,35993.43822528015,8.780767387254617e+08,9.132605839905685e+06
",2025-11-20T10:29:54.927472,success
